sentiment,text
1,@ardelld thank you for the update
-1,pain is being a braves fan
1,cant wait for my new macbook yay
-1,@shaaqt me too me toooooooooo me tooooooooooooooo
-1,@gregsky dont get too excited its not tscc
1,@kidcalloway heyy hunnie  how was the weekend
-1,@cheia haha but of course i miss him
1,@jkeyes yes we have
-1,id like to go and see muse @bolognaa ddream
-1,@aoifeb it was only a virtual hit
1,@owlcity ahhahah  an underwear gtwlt lolzz
1,@maiyaroseff i know
1,@basantam good morning i will be more active soon
-1,im back to studying chemistry and algebra for tonight
-1,@palmwebosblog wish we were getting the palm pre 1st
1,@peburns thats exactly what this mama is doing
1,hello world
-1,ew latin and math exams today
1,recommend  @dcjc tea party 20  httptparty2com
1,hilarious games with @rissyc elm2885 and runner friends
-1,ugh its so laaaahahaame
-1,@missbridge so jealous of @leighdav right now pouting
-1,i am at my office right now
1,@lucylemon thank you so much for the rt
-1,@swordfishninja well at least you get to eat subway
1,@jeffreecuntstar oh my gosh i want see it
-1,last day in virginia beach
1,playing in the dirt again
1,@mychemicalmuse i like danny in ny hes awesome
-1,saddd its the last day of school
-1,@tivon  so sorry hope you feel better soon
-1,the stupid treasure book stillllllll isntttttt outttt
1,@danecook your so ho0ot
-1,@chesterbe we miss you
1,i think i just opened too many tabs
-1,@urbanflights youve got to make sacrifices  so unprivate
-1,uggghhhh friends can create drama
-1,i cant find it  @esco8705
1,headed to some grad parties yaay
1,@pink lol i think its funny
-1,first tweet i lost my checkbook
1,@xbrandoncarroll thanks
1,waiting for work to be over
1,@jennisastar love you thanks babe
1,pics from white party are upits pizookie time
1,@jordanknight congrats another no tink tweet
1,had a nice showerrr
-1,just not in the mood for revising today
1,new blog up looking for something brb
-1,@sammi92 i know  im broke
1,@lamazingmuse aw i love it  wise words
1,@ladysmiles what did she say
-1,bring back the neighbours dont let them leave
-1,is really missing you right now
-1,@natcch o ethics is haaarddd  like religion
-1,im going to eat sushi again thanks alot tiff
1,httptwitpiccom6639u  my doggy
1,@steveshappert id like to skip straight to friday instead
-1,tweetdeck wont refresh for me
1,@deathcabforme i iz jealous  hope youre having fun
1,251st update
-1,@selenagomez texas misses you too
-1,harry mo is missing mommy  httpappsfacebookcomdogbookprofileview6125748
1,she keeps me going
1,@mcpattz sounds like a good touch
-1,i have a headache this morning booo
1,@deanomarr awww blush thank you  x x x
-1,no trips today just class  but london tomorrow
-1,in french watching some wierd french movie
1,headed to des moines with scott for the weekend
-1,trouble in paradice spelled pbr
1,@justinmgaston she makes me happy
-1,gained back 45 lbs in 3 days wtf
-1,@chrisjsimon nods skipping that too
1,writing some brootz songs
1,@lesliebradshaw welcome home
1,@kayleelovexx love those panties
-1,bleh doesnt want to work friday and saturday
-1,im sooooooo hungry  any food donations
1,@welshwmn3 way past babies here ill borrow my gson
-1,wowa whole lot going on in iran
-1,just arrived from the city pheewwmixed feelings
1,@perezhilton i like it
-1,i need a nap instead working sooo long
1,@asiabrands lolz have a great sunday my friend 
-1,i hate studyingggg when its warm outsideee
1,happy friday everyone
-1,i need mah girls
1,uber djs remix sound laaaaaaargee
1,@thekellanlutz httptwitpiccom6f6w6  wow ur hot btw cute dog
1,@fullyenglish howdy  welcome to twitter
1,@corbsilverthorn glad ya like her though
1,live on stickam come join my chat  stickamcommisscrystallee
1, cold and not doing anything
-1,@ambientaware im just trying to fit in
1,weekend  about time i got some rampr
-1,studying math i haaaaaaaaaaaaaaate math  tv camp rock
-1,@skivingwords im sorry  commits ritual seppuku
-1,i miss s club 7
1,httpbitlykwhw9    totally ace
1,salmonmeh
1,new tire on the dirt cycle
-1,@shazqya i dont understand this too
-1,i am soooooooooooooo bored yawn  îîµthats a nose
-1,i want to take dance classes
-1,today was a bad day
-1,shaq is gone
1,says onlineeee  httpplurkcompyyxug
-1,@angelicarcruz bummer
-1,wait it was our meals
1,@jeweleajawbreak  we got it at macys
1,heyy im back on 50 followers thanks guys
-1,visiting old neighbor this will probably take all day
-1,these ten hour work days are killing my soul
1,@cowboyjdanos howdy cowboy  pleasure to make your acquaintance
1,@robsheridan httptwitpiccom6ce3q  hello froggy
-1,@samthepoodle not the stives in cornwall though
-1,cough cough so sick
1,@juancow you could buy it as a gift
-1,@karenchaucolate  thanks for the offer
-1,i have a bad feeling
1,@mistajayyy its alright its the thought that counts
-1,it creeeps me out when i know people
-1,it went down by two
-1,@lavidacobra i love you so much
1,httptwitpiccom6trpy  my quotface doublesquot pretty ones  lol
1,@noaffiliation
-1,@jnovianty last day in nyc tmr i vvvv sad
1,@crypticfragment meditation helps a lot
-1,dads ranting on our satelite service again
1,going to bed  night tweeters
-1,zoe wants to go out
1,it stopped raining  i am now happy
-1,sorry i dont have any money
-1,i need to do hw
-1,brrrr coooold
-1,i am so sunburnt that it hurts
-1,my mobile phone is broken
1,what an awful night still today should be great
1,taking a shower then shopping with gina
-1,@simonmayo no margaret leaving has killed it off
-1,@dogsymptoms i cannot even read this story too sad
-1,@richstyles  clean me
1,i am the peggle master the game said so
1,family day
1,bringing in sandal season with black cherry nail varnish
-1,@livelikeian its not gone  omg
1,@moriqua143 good morning
1,@sweetcandylove ill buy you one next week
1,@thesims3 walk the neighbourhood and say hello to everyone
-1,oops i mean
1,@swiezes yup m so damn waiting for it
1,got a new puppy
-1,@livetosingxo whats wrong 
-1,ugh walking home  totally failed this regents
1,@scarbir heavy rain modern warfare 2 fifa 10
1,wearing a topdress thingy  its very summery
-1,@blacksmoke3  clean me
1,waiting for lauren love to come back
1,and on thursday im getting a new phone
1,@mylender just hope you didnt drink the water
-1,@pmsanex i had to do it
-1,add my aunt @dawn304 she got no followers
1,@teamcyrus morning  how are you
-1,hi ho hi ho you know the rest
1,still working while listenning music
1,watchin some bridezillas being lazy today
1,heading to crosspoint for worship
1,i missed you woman
1,getting a livelavelive tshirt over district lines
1,going to bed sweet dreams tweeties
1,@kristianbob que comistes
-1,@rollingcherry why wasnt there a quotzugabequot
-1,pff very sad
1,thirteen
-1,i wish i wouldve seen the mtv movie awards
-1,i get to stay inside all day yaaaayerz
1,@esd714 i didnt follow him yet
-1,@terence21 uh oh  no good
1,@vibe4me  ditto  cant wait
-1,@crispeaterz dag man
1,@darraghdoyle fabulous weekend darragh thank you for asking
1,ill try to communicate with anybody
1,@velveteenflower sounds good
1,at my house with @cintaaaa
1,chilling out at the beach in mykonos
1,excited for tonights nodoubtparamore concert nonetheless
1,@oneluvgurl thank you hugs to you and @toosweet4rnr
-1,photo bedscenes i want  httptumblrcomxec23m7dh
-1,never part of these follow fridays
1,yeay  gw seneng bgt  thx y
1,@edwardbeaman hahaha  thanks have a good day
1,cant wait for summmmerr
-1,getting a headache
1,so happy
1,zachman and i are watching tv
1,@tdwnds1 re shopping  i agree
1,went to the grocery my pit is making dinner
-1,just landed back in brisbane work tomorrow
1,had an awsome time today
1,shes my world  httptwitpiccom6ioi4
1,piggy said is this the real love
-1,ughhhhhhhh titanic is on
1,edited twitter and myspace
-1,looks like im working tomorrow
-1,i am doing nothing b lifes boring
1,@iamcandygirl glad youre feeling better today
1,@wmtt then do it lol
1,@quimo well remember the offer still stands
-1,i dont feel good
1,@frak  nobody deserves to be an outcast
1,phantom hourglass manga now in english httptinyurlcomd582op sweeta
-1,@lmsstars nooo  we cant let it
1,@pixelatedgamer yes i do projectionist
-1,got 2 go 2 a wake
-1,nobodys knocking yet
1,hey twitterland this girl is back
1,@atlzfinez  memoirs of a diva sounds interesting
-1,@magicpatch thanks for informationohno its falling down
1,@pushplaysteve steve youre a little beach lol
1,nineeeee more days
-1,@jerin im sorry  that really sucks
-1,@iamjonathancook aw whats wrong
-1,@deanwhitbread another funeral i am so sorry
1,has cold toes and milk bottles
-1,texas lost the cws
-1,httptinyurlcomc6nx4q this is so sad
-1,i have nothing to do today
1,so drunknot trippin of the usual
1,if chelsea handler can drool so can i
-1,has been kind of grumpy lately
-1,@lifemeaningover you have a good excuseyou were away
1,ill see her in 20 minutes
1,@celizabeth  good luck
1,httptwitpiccom5oick  john amp sharon
1,crazier again
1,my latest background design @daylerobyn
1,@appviz problems seem to be fixed now thank you
-1,time to say byebyes to gower
1,just make sure @svtcurious lol yupyup  whtudoin
1,@mmmollyyy haha even more awesome then
-1,i never get any followfridays
-1,the kids are going to see up without me
1,@morticia626 goodnight its been fun sweet dreams  nowicanwatchmyshow
1,had one hell of a weekend
-1,@charlesthegnu bodybugg amp icecream maker are not friends
-1,@ezmiley it stopped
1,watched bridget joness diary super duper cute
-1,@dirtdiver still havent fixed it
1,the pet shop boys rock
-1,sooo nice out and i gotta go to work
1,785 and counting
1,uploading pictures and supposed to be studying
1,at twin peaks high  yay
1,eating gelato and watchin dirty dancing
-1,your not here to eat the green gummy bears
-1,@thelarssan about what about what
-1,none of my friends have twitter
-1,californias june gloom is over
1,congratulations @justicecw for winning scrabble slam check your email
1,on route 1 wit chris exploring south jersey
1,just back from mocambosive got no words
1,@sophielhoste you teach everything i want to learn
-1,thats what i get  httpplurkcompvf9zr
1,@zippy314 shake you warmly by the hand
-1,headache
1,who has myspace
-1,hm if only we can rewind life
1,on my way to newport beach
1,@michellelousy any other masha
-1,still awake gotta be at work in 3 hours
1,@corewhen im so proud of u corwin
1,@chrisdjmoyles ha i bet jo is freaking out
-1,doesny like twilight that much ugh
1,on msn waiting for my food
-1,got no 1 to talk to
1,@princessmandi   you are obsessed
-1,i dont know how to help
1,waking up to pure blue skies and sunshine
1,@homegirlblog good morning
-1,12 days until my birthday wowza  time flies
1,my sister made me a bracelet
-1,dotty got a home i will miss her
1,getting ready to go chill in the sun
-1,@busaco i am for more than 1h no joy
-1,@umiandalter oh really i must of missed that post
-1,ughhh my head
1,@tracitoguchi lol i cannot wait till then
1,good morning
1,@makenai haha yes because you went camping how demeaning
1,its 4yucky in the morning
-1,@jeffk if were late youll know why
1,i have twitter on my phone now
-1,@calebcherry yup
1,thecomputernerd01 is beast
1,i have a new toy
1,@timcap nice one tim ill try to come along
1,will be on her way to atlanta
1,@cheeks87 cool we can do this im also trying
1,@jennettemccurdy sad me for you like yoda voice
-1,@princesspinkee awwww man im in route to the valley
-1,i hope she gets better
-1,im home sick    threw up
1,@goteamtwilight i didnt lose any
1,@lordhennessy and it aint over yet
1,weeeeezy shirt wednesday
-1,hair  miss it
1,@tatty wow you are getting prettier everyday  hehe
1,lets play outsideall day long
1,im starting to like linkin park
1,@cher  and @nujabes83 my treat tomorrow kids
1,@ryanwwilliams it sucks
-1,@jonathannnnn it suuuuuccckkkssss
1,@xomcflyandjb eh thanks  ahha wheres yours missy
-1,im cramping
1,lovin that i live in sofla
1,yayyy in the new apartment
1,got many gifts yesterday
1,@gottabeandrew  kindly explain to her
1,@gl0 mmm i lt3 whoever invented things  p
1,wow @oliviamunn has more followers than mister @kevinpereira 
1,@erezmizrachi @mominisrael thanks
1,good morning twttrppl
